Title,Location,Price,Bedrooms,Bathrooms,Features,URL,Created_Date,Street,Kapanewon,Kabupaten,Province
rumah dijual dekat umy di kalangan bangunjiwo jogja selatan siap huni,"kalangan, bangunjiwo, kasihan, bantul, kasihan, bantul, di yogyakarta",375000000,2.0,1.0,"2  1 , 45 m², rp 4.687.500 per m²",https://www.rumah.com/listing-properti/dijual-rumah-dijual-dekat-umy-di-kalangan-bangunjiwo-jogja-selatan-siap-huni-oleh-hamdan-nugroho-21528181,20230812_093203,N/A,kasihan,bantul,diy
"kauman, pleret, bantul, yogyakarta.","pleret, bantul, di yogyakarta",477000000,3.0,1.0,"3  1 , 52 m², rp 5.420.455 per m²",https://www.rumah.com/listing-properti/dijual-kauman-pleret-bantul-yogyakarta-oleh-hamdan-nugroho-21901807,20230812_093203,N/A,pleret,bantul,diy
rumah dijual jogja siap huni dibawah 400jt sewon yogyakarta,"sewon, bantul, di yogyakarta",370000000,2.0,1.0,"2  1 , 50 m², rp 5.068.493 per m²",https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-siap-huni-dibawah-400jt-sewon-yogyakarta-oleh-ahmad-gesit-22075515,20230812_093203,N/A,sewon,bantul,diy
tanah timur uii lahan datar akses aspal jalan kaliurang km13 yogyakarta,"jl kaliurang km13, ngemplak, sleman, gondokusuman, yogyakarta, di yogyakarta",361000000,,,"134 m² (tanah), rp 2.694.030 per m²",https://www.rumah.com/listing-properti/dijual-tanah-timur-uii-lahan-datar-akses-aspal-jalan-kaliurang-km13-yogyakarta-oleh-raditya-adi-permana-22075472,20230812_093203,N/A,gondokusuman,sleman,diy
"1 jutaan dekat bandara yia, tanah pekarangan jogja","temon, kulon progo, di yogyakarta",806400000,,,"576 m² (tanah), rp 1.400.000 per m²",https://www.rumah.com/listing-properti/dijual-1-jutaan-dekat-bandara-yia-tanah-pekarangan-jogja-oleh-irfan-kholili-21967994,20230812_093203,N/A,temon,kulon progo,diy
"jalan purbaya, mlati, sleman","purbaya, mlati, sleman, di yogyakarta",2950000000,5.0,4.0,"5  4 , 385 m², rp 3.866.317 per m²",https://www.rumah.com/listing-properti/dijual-jalan-purbaya-mlati-sleman-oleh-januari-michael-s-hindarto-21577593,20230812_093203,N/A,mlati,sleman,diy
tanah pekarangan utara jl. solo siap bangun: legalitas pekarangan,"kalasan, sleman, di yogyakarta",507800000,,,"185 m² (tanah), rp 2.744.865 per m²",https://www.rumah.com/listing-properti/dijual-tanah-pekarangan-utara-jl-solo-siap-bangun-legalitas-pekarangan-oleh-teguh-22075417,20230812_093203,N/A,kalasan,sleman,diy
apartemen student castle,"seturan depok sleman, depok, sleman, di yogyakarta",450000000,,,"studio , 21 m², rp 21.428.571 per m²",https://www.rumah.com/listing-properti/dijual-apartemen-student-castle-oleh-hana-arum-widati-20441080,20230812_093203,N/A,depok,sleman,diy
rumah murah maguwoharjo sleman,"jalan laksda adisucipto yogyakarta, depok, sleman, di yogyakarta",850000000,4.0,2.0,"4  2 , 90 m², rp 6.589.147 per m²",https://www.rumah.com/listing-properti/dijual-rumah-murah-maguwoharjo-sleman-oleh-hana-arum-widati-21293736,20230812_093203,jalan laksda adisucipto yogyakarta,depok,sleman,diy
rumah mewah yogyakarta,"kalasan sleman, kalasan, sleman, di yogyakarta",6500000000,5.0,5.0,"5  5 , 239 m², rp 24.809.160 per m²",https://www.rumah.com/listing-properti/dijual-rumah-mewah-yogyakarta-oleh-hana-arum-widati-21444839,20230812_093203,N/A,kalasan,sleman,diy
rumah mewah timoho yogyakarta,"timoho umbulharjo yogyakarta, umbulharjo, yogyakarta, di yogyakarta",10000000000,8.0,4.0,"8  4 , 600 m², rp 8.771.930 per m²",https://www.rumah.com/listing-properti/dijual-rumah-mewah-timoho-yogyakarta-oleh-hana-arum-widati-21551696,20230812_093203,N/A,umbulharjo,yogyakarta,diy
rumah murah yogyakarta,"jalan imogiri timur banguntapan bantul, banguntapan, bantul, di yogyakarta",650000000,2.0,1.0,"2  1 , 45 m², rp 7.647.059 per m²",https://www.rumah.com/listing-properti/dijual-rumah-murah-yogyakarta-oleh-hana-arum-widati-21031234,20230812_093203,jalan imogiri timur banguntapan bantul,banguntapan,bantul,diy
rumah murah babarsari depok sleman,"babarsari depok sleman, depok, sleman, di yogyakarta",4250000000,3.0,2.0,"3  2 , 200 m², rp 13.934.426 per m²",https://www.rumah.com/listing-properti/dijual-rumah-murah-babarsari-depok-sleman-oleh-hana-arum-widati-21479229,20230812_093203,N/A,depok,sleman,diy
rumah kost dijual murah seturan sleman dekat beberapa kampus,"seturan depok sleman, depok, sleman, di yogyakarta",7500000000,10.0,10.0,"10  10 , 500 m², rp 11.574.074 per m²",https://www.rumah.com/listing-properti/dijual-rumah-kost-dijual-murah-seturan-sleman-dekat-beberapa-kampus-oleh-hana-arum-widati-21672312,20230812_093203,N/A,depok,sleman,diy
rumah elegan ternyaman mulai 800jutaan saja dekat jogjabay waterpark,"ngemplak, sleman, di yogyakarta",950000000,3.0,2.0,"3  2 , 85 m², rp 8.482.143 per m²",https://www.rumah.com/listing-properti/dijual-rumah-elegan-ternyaman-mulai-800jutaan-saja-dekat-jogjabay-waterpark-oleh-m-zaky-mubarok-22075402,20230812_093203,N/A,ngemplak,sleman,diy
tanah sleman yogyakarta,"margomulyo, kec. seyegan, sleman, yogyakarta, seyegan, sleman, di yogyakarta",270000000,,,"96 m² (tanah), rp 2.812.500 per m²",https://www.rumah.com/listing-properti/dijual-tanah-sleman-yogyakarta-oleh-rais-22067773,20230812_093203,N/A,seyegan,sleman,diy
"bangunjiwo, kasihan, bantul","bangunjiwo, kasihan, bantul, di yogyakarta",2700000000,6.0,6.0,"6  6 , 224 m², rp 1.465.798 per m²",https://www.rumah.com/listing-properti/dijual-bangunjiwo-kasihan-bantul-oleh-januari-michael-s-hindarto-21559021,20230812_093203,N/A,kasihan,bantul,diy
rumah dijual jogja siap huni dibawah 500jt di kasihan yogyakarta,"kasihan, bantul, di yogyakarta",485000000,2.0,1.0,"2  1 , 53 m², rp 6.062.500 per m²",https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-siap-huni-dibawah-500jt-di-kasihan-yogyakarta-oleh-ahmad-gesit-22075285,20230812_093203,N/A,kasihan,bantul,diy
tanah premium siap bangun di plemburan jl. kaliurang km. 6 jogjakarta,"jl plemburan, sariharjo, ngaglik, sleman, gedong tengen, yogyakarta, di yogyakarta",862000000,,,"125 m² (tanah), rp 6.896.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-premium-siap-bangun-di-plemburan-jl-kaliurang-km-6-jogjakarta-oleh-raditya-adi-permana-22075234,20230812_093203,N/A,gedong tengen,sleman,diy
"dekat exit tol trihanggo, dalam ringroad, jogja","jl. kabupaten, trihanggo, kraton, yogyakarta, mergangsan, yogyakarta, di yogyakarta",2100000000,3.0,4.0,"3  4 , 235 m², rp 12.804.878 per m²",https://www.rumah.com/listing-properti/dijual-dekat-exit-tol-trihanggo-dalam-ringroad-jogja-oleh-irfan-kholili-21937925,20230812_093203,jl. kabupaten,mergangsan,yogyakarta,diy
sleman yogyakarta,"jl raya yogya magelang, sleman, sleman, di yogyakarta",3000000000,4.0,4.0,"4  4 , 350 m², rp 8.571.429 per m²",https://www.rumah.com/listing-properti/dijual-sleman-yogyakarta-oleh-amind-20776408,20230812_093203,N/A,jl raya yogya magelang,sleman,diy
bangunjiwo kasihan bantul yogyakarta,"jipangan bangunjiwo kasihan, kasihan, bantul, di yogyakarta",190000000,,,"80 m² (tanah), rp 2.375.000 per m²",https://www.rumah.com/listing-properti/dijual-bangunjiwo-kasihan-bantul-yogyakarta-oleh-ahmad-rif-an-22075155,20230812_093203,N/A,kasihan,bantul,diy
bangunjiwo kasihan bantul yogyakarta,"jipangan bangunjiwo kasihan, kasihan, bantul, di yogyakarta",190000000,,,"80 m² (tanah), rp 2.375.000 per m²",https://www.rumah.com/listing-properti/dijual-bangunjiwo-kasihan-bantul-yogyakarta-oleh-ahmad-gesit-22075149,20230812_093203,N/A,kasihan,bantul,diy
bangunjiwo kasihan bantul yogyakarta,"jipangan bangunjiwo kasihan, kasihan, bantul, di yogyakarta",190000000,,,"80 m² (tanah), rp 2.375.000 per m²",https://www.rumah.com/listing-properti/dijual-bangunjiwo-kasihan-bantul-yogyakarta-oleh-sunaryadi-22075145,20230812_093203,N/A,kasihan,bantul,diy
rumah tinggal,"jalan mangku utama, yogyakarta, pakualaman, yogyakarta, di yogyakarta",9000000000,8.0,8.0,"8  8 , 614 m², rp 9.868.421 per m²",https://www.rumah.com/listing-properti/dijual-rumah-tinggal-oleh-manda-22075049,20230812_093203,jalan mangku utama,pakualaman,yogyakarta,diy
danurejan,"hansip karno waluyo, danurejan, yogyakarta, di yogyakarta",445000000,,,"135 m² (tanah), rp 3.296.296 per m²",https://www.rumah.com/listing-properti/dijual-danurejan-oleh-wiedi-21330644,20230812_093203,N/A,danurejan,yogyakarta,diy
purwosari sariharjo ngaglik sleman,"plemburan, ngaglik, sleman, di yogyakarta",2100000000,4.0,3.0,"4  3 , 130 m², rp 12.068.966 per m²",https://www.rumah.com/listing-properti/dijual-purwosari-sariharjo-ngaglik-sleman-oleh-priyo-kurniawan-20371346,20230812_093203,N/A,ngaglik,sleman,diy
sukoharjo ngaglik sleman yogyakarta,"area sawah sukoharjo ngaglik, ngaglik, sleman, di yogyakarta",930000000,2.0,1.0,"2  1 , 53 m², rp 10.333.333 per m²",https://www.rumah.com/listing-properti/dijual-sukoharjo-ngaglik-sleman-yogyakarta-oleh-priyo-kurniawan-21046236,20230812_093203,N/A,ngaglik,sleman,diy
sukoharjo ngaglik sleman yogyakarta,"area sawah sukoharjo ngaglik, ngaglik, sleman, di yogyakarta",930000000,2.0,1.0,"2  1 , 53 m², rp 10.333.333 per m²",https://www.rumah.com/listing-properti/dijual-sukoharjo-ngaglik-sleman-yogyakarta-oleh-priyo-kurniawan-21046236,20230812_093203,N/A,ngaglik,sleman,diy
sanggrahan purwomartani kalasan sleman,"sanggrahan purwomartani, kalasan, sleman, di yogyakarta",590000000,3.0,2.0,"3  2 , 80 m², rp 5.900.000 per m²",https://www.rumah.com/listing-properti/dijual-sanggrahan-purwomartani-kalasan-sleman-oleh-priyo-kurniawan-20371572,20230812_093203,N/A,kalasan,sleman,diy
"rumah 2 lantai, 3 kamar dekat jogja city mall","jalan wongso premujo, mlati, sleman, di yogyakarta",1936500000,3.0,3.0,"3  3 , 100 m², rp 15.743.902 per m²",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-3-kamar-dekat-jogja-city-mall-oleh-siti-21656699,20230812_093203,jalan wongso premujo,mlati,sleman,diy
citra  grand  mutiara  residence,"jl wates km10, wates, wates, di yogyakarta",1300000000,2.0,1.0,"2  1 , 66 m², rp 7.647.059 per m²",https://www.rumah.com/listing-properti/dijual-citra-grand-mutiara-residence-oleh-robert-18793354,20230812_093203,N/A,wates,N/A,diy
pondok   permai  parangtritis,"jl pandes , panggungharjo , sewon, banguntapan, bantul, di yogyakarta",900000000,3.0,1.0,"3  1 , 60 m², rp 8.411.215 per m²",https://www.rumah.com/listing-properti/dijual-pondok-permai-parangtritis-oleh-robert-19296981,20230812_093203,N/A,banguntapan,bantul,diy
cluster  baiti  of  paris,"jl parangtritis, banguntapan, bantul, di yogyakarta",1650000000,3.0,3.0,"3  3 , 130 m², rp 11.000.000 per m²",https://www.rumah.com/listing-properti/dijual-cluster-baiti-of-paris-oleh-robert-18793745,20230812_093203,N/A,banguntapan,bantul,diy
royal  maguwo  residence,"jalan  kadirejo , kalasan, kalasan, sleman, di yogyakarta",1800000000,3.0,2.0,"3  2 , 145 m², rp 11.111.111 per m²",https://www.rumah.com/listing-properti/dijual-royal-maguwo-residence-oleh-robert-21551779,20230812_093203,jalan  kadirejo,kalasan,sleman,diy
tanah kavling di weda matani ngemplak sleman yogyakarta,"weda matani, ngemplak, sleman, di yogyakarta",2400000000,,,"1200 m² (tanah), rp 2.000.000 per m²",https://www.rumah.com/listing-properti/dijual-tanah-kavling-di-weda-matani-ngemplak-sleman-yogyakarta-oleh-sumijah-20637289,20230812_093203,N/A,ngemplak,sleman,diy
rumah baru minimalis modern dekat kampus uii,"jalan kaliurang km 12, ngaglik, sleman, di yogyakarta",698000000,2.0,1.0,"2  1 , 65 m², rp 6.647.619 per m²",https://www.rumah.com/listing-properti/dijual-rumah-baru-minimalis-modern-dekat-kampus-uii-oleh-alfian-febriansyah-22040582,20230812_093203,jalan kaliurang km 12,ngaglik,sleman,diy
rumah caturtunggal depok strategis dekat dgn kampus atmajaya yogyakarta,"depok, sleman, di yogyakarta",4250000000,3.0,2.0,"3  2 , 170 m², rp 13.934.426 per m²",https://www.rumah.com/listing-properti/dijual-rumah-caturtunggal-depok-strategis-dekat-dgn-kampus-atmajaya-yogyakarta-oleh-heinrich-21521640,20230812_093203,N/A,depok,sleman,diy
lahan strategis exit tol maguwo: 5 menit sanata dharma,"jl. stadion, sleman, sleman, di yogyakarta",740000000,,,"200 m² (tanah), rp 3.700.000 per m²",https://www.rumah.com/listing-properti/dijual-lahan-strategis-exit-tol-maguwo-5-menit-sanata-dharma-oleh-fiza-22074854,20230812_093203,jl. stadion,N/A,sleman,diy
rumah bonus lapangan tenis jogja: 4 menit uii,"jl. wedomartani, umbulharjo, yogyakarta, di yogyakarta",5300000000,2.0,2.0,"2  2 , 90 m², rp 3.533.333 per m²",https://www.rumah.com/listing-properti/dijual-rumah-bonus-lapangan-tenis-jogja-4-menit-uii-oleh-fiza-22074849,20230812_093203,jl. wedomartani,umbulharjo,yogyakarta,diy
"tanah trihanggo, standar perumahan","trihanggo, gamping, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",4500000,,,"149 m² (tanah), rp 30.201 per m²",https://www.rumah.com/listing-properti/dijual-tanah-trihanggo-standar-perumahan-oleh-ripan-afrian-22074843,20230812_093203,N/A,kraton,sleman,diy
"tanah monjali akses strategis, lrgalitas shm","jl jombor lor, mlati, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",4950000,,,"164 m² (tanah), rp 30.183 per m²",https://www.rumah.com/listing-properti/dijual-tanah-monjali-akses-strategis-lrgalitas-shm-oleh-ripan-afrian-22074840,20230812_093203,N/A,kraton,sleman,diy
"kavling perumahan, area monjali; sleman, sertipikat hak milik","jl. jombor lor, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",811800000,,,"164 m² (tanah), rp 4.950.000 per m²",https://www.rumah.com/listing-properti/dijual-kavling-perumahan-area-monjali-sleman-sertipikat-hak-milik-oleh-ripan-afrian-22074836,20230812_093203,jl. jombor lor,kraton,sleman,diy
"area bandara adisujipto, tana legalitas shm","jl. kenanga 2, purwomartani, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",495300000,,,"127 m² (tanah), rp 3.900.000 per m²",https://www.rumah.com/listing-properti/dijual-area-bandara-adisujipto-tana-legalitas-shm-oleh-ripan-afrian-22074827,20230812_093203,jl. kenanga 2,kraton,sleman,diy
tanah premium siap bangun di plemburan jl. kaliurang km. 6,"jl plemburan, ngaglik, sleman, yogyakarta, kraton, yogyakarta, di yogyakarta",6900000,,,"6900000 m² (tanah), rp 1 per m²",https://www.rumah.com/listing-properti/dijual-tanah-premium-siap-bangun-di-plemburan-jl-kaliurang-km-6-oleh-ripan-afrian-22074819,20230812_093203,N/A,kraton,sleman,diy
"hunian terawat kaliurang: 4 menit uii, siap huni","jl kaliurang, sleman, sleman, di yogyakarta",1200000000,5.0,1.0,"5  1 , 250 m², rp 8.053.691 per m²",https://www.rumah.com/listing-properti/dijual-hunian-terawat-kaliurang-4-menit-uii-siap-huni-oleh-fiza-21971101,20230812_093203,N/A,jl kaliurang,sleman,diy
"kavling 1 jutaan, timur bandara yia: siap balik nama","jl wates-jogja, jetis, yogyakarta, di yogyakarta",255000000,,,"150 m² (tanah), rp 1.700.000 per m²",https://www.rumah.com/listing-properti/dijual-kavling-1-jutaan-timur-bandara-yia-siap-balik-nama-oleh-fiza-21971098,20230812_093203,N/A,jetis,yogyakarta,diy
sleman sembada,". jl. nusa indah 2, condong catur, depok, sleman, di yogyakarta",797000000,2.0,1.0,"2  1 , 86 m², rp 8.050.505 per m²",https://www.rumah.com/listing-properti/dijual-sleman-sembada-oleh-aryo-nugroho-21717948,20230812_093203,. jl. nusa indah 2,depok,sleman,diy
kavling 400 meter jl.jogja-wates km. 20,"jl. jogja-wates km 20, sukoreno, sentolo, mantrijeron, yogyakarta, di yogyakarta",125350000,,,"109 m² (tanah), rp 1.150.000 per m²",https://www.rumah.com/listing-properti/dijual-kavling-400-meter-jl-jogja-wates-km-20-oleh-abdul-rozaq-22074806,20230812_093203,jl. jogja-wates km 20,mantrijeron,yogyakarta,diy
pekarangan dekat kampus mercu buana: cicil 12x,"jl. jogja wates km 9, piyungan, bantul, di yogyakarta",170800000,,,"122 m² (tanah), rp 1.400.000 per m²",https://www.rumah.com/listing-properti/dijual-pekarangan-dekat-kampus-mercu-buana-cicil-12x-oleh-abdul-rozaq-22074785,20230812_093203,jl. jogja wates km 9,piyungan,bantul,diy
"dijual pekarangan sedayu, lahan matang, sertipikat shm","jl. jogja - wates, sedayu, bantul, mergangsan, yogyakarta, di yogyakarta",138600000,3.0,2.0,"3  2 , 75 m², rp 1.100.000 per m²",https://www.rumah.com/listing-properti/dijual-dijual-pekarangan-sedayu-lahan-matang-sertipikat-shm-oleh-abdul-rozaq-22074777,20230812_093203,jl. jogja - wates,mergangsan,bantul,diy
demangan baru depok sleman yogyakarta,"demangan baru, depok, sleman, di yogyakarta",17500000000,7.0,6.0,"7  6 , 600 m², rp 17.641.129 per m²",https://www.rumah.com/listing-properti/dijual-demangan-baru-depok-sleman-yogyakarta-oleh-priyo-kurniawan-18389540,20230812_093203,N/A,depok,sleman,diy
dijual kavling perumahan sedayu,"jl. jogja - wates km. 10, sedayu, bantul, di yogyakarta",177600000,,,"127 m² (tanah), rp 1.398.425 per m²",https://www.rumah.com/listing-properti/dijual-dijual-kavling-perumahan-sedayu-oleh-abdul-rozaq-22074747,20230812_093203,jl. jogja - wates km. 10,sedayu,bantul,diy
"dekat kampus uii, tanah jakal jogja dijual","jl. kaliurang, ngaglik, sleman, kraton, yogyakarta, di yogyakarta",4600000,3.0,3.0,"3  3 , 175 m², rp 21.698 per m²",https://www.rumah.com/listing-properti/dijual-dekat-kampus-uii-tanah-jakal-jogja-dijual-oleh-abdul-rozaq-22074725,20230812_093203,jl. kaliurang,kraton,sleman,diy
jual tanah hanya 2 jt-an : 500 meter jl godean sleman,"minggir, sleman, yogyakarta, tegalrejo, yogyakarta, di yogyakarta",872500000,,,"349 m² (tanah), rp 2.500.000 per m²",https://www.rumah.com/listing-properti/dijual-jual-tanah-hanya-2-jt-an-500-meter-jl-godean-sleman-oleh-anindya-22074703,20230812_093203,N/A,tegalrejo,sleman,diy
rumah siap huni dekat smp negeri 2 godean yogyakarta,"sidomoyo, godean, sleman, di yogyakarta",725000000,2.0,2.0,"2  2 , 60 m², rp 8.630.952 per m²",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dekat-smp-negeri-2-godean-yogyakarta-oleh-adi-setiawan-22074701,20230812_093203,N/A,godean,sleman,diy
