Title,Location,Price,Bedrooms,Bathrooms,Features,URL,Created_Date
Jalan Kabupaten Jogja,"Jalan Kabupaten 98 Jogja, Gamping, Sleman, DI Yogyakarta",Rp 8 jt,N/A,N/A,"3000 m² (tanah), Rp 2.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jalan-kabupaten-jogja-oleh-benny-ap-21279769,20230812_093203
Rumah scandinavian cantik harga termurah dekat jalan jogja solo,"Prambanan, Sleman, DI Yogyakarta","Rp 559,999 jt",3,1,"3  1 , 60 m², Rp 9.333.317 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-scandinavian-cantik-harga-termurah-dekat-jalan-jogja-solo-oleh-ammar-21443150,20230812_093203
Jl Kaliurang km 10 Tanah Jogjakarta Dekat Kampus UII Dijual,"Jalan Kaliurang, Mantrijeron, Yogyakarta, DI Yogyakarta",Rp 960 jt,N/A,N/A,"160 m² (tanah), Rp 6.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jl-kaliurang-km-10-tanah-jogjakarta-dekat-kampus-uii-dijual-oleh-raditya-adi-permana-22014099,20230812_093203
"Lahan Strategis Jogja: 4 Menit Bale Merapi, Siap AJB","Jl. Kaliurang, Sleman, Sleman, DI Yogyakarta","Rp 678,4 jt",N/A,N/A,"212 m² (tanah), Rp 3.200.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-lahan-strategis-jogja-4-menit-bale-merapi-siap-ajb-oleh-fiza-22080203,20230812_093203
"Rumah Istimewa di Jakal KM 10, Bangunan Terawat","Kotagede, Yogyakarta, DI Yogyakarta","Rp 1,2 M",4,1,"4  1 , 207 m², Rp 5.660.377 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-istimewa-di-jakal-km-10-bangunan-terawat-oleh-fiza-21945272,20230812_093203
"Dijual Rumah Kokoh Terawat , 4 Menit Kampus UII","Sleman, Sleman, DI Yogyakarta","Rp 1,45 M",3,3,"3  3 , 300 m², Rp 9.666.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-rumah-kokoh-terawat-4-menit-kampus-uii-oleh-fiza-21945276,20230812_093203
"Lahan Siap Bangun Jogja, 5 Menit Jalan Wates","Jl. Jogja-Wates, Umbulharjo, Yogyakarta, DI Yogyakarta",Rp 831 jt,N/A,N/A,"277 m² (tanah), Rp 3.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-lahan-siap-bangun-jogja-5-menit-jalan-wates-oleh-fiza-22080198,20230812_093203
"Tanah Murah dan Strategis Jogja: 8 Menit UMY, Mangku Aspal","Gg. Arjuna Ambarketawang, Sewon, Bantul, DI Yogyakarta","Rp 803,3 jt",N/A,N/A,"277 m² (tanah), Rp 2.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-murah-dan-strategis-jogja-8-menit-umy-mangku-aspal-oleh-fiza-21945268,20230812_093203
"Lahan Matang Selatan UMY Jogja, Siap Balik Nama","Jl. Tugu Gentong, Sleman, Sleman, DI Yogyakarta","Rp 455,5 jt",N/A,N/A,"207 m² (tanah), Rp 2.200.483 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-lahan-matang-selatan-umy-jogja-siap-balik-nama-oleh-fiza-22080187,20230812_093203
Dijual Tanah Strategis Pinggir Jalan Utama Jalan Kaliurang Km.7 Yogyakarta,"Jl Kaliurang Km7, Sinduharjo, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta",Rp 8 M,N/A,N/A,"472 m² (tanah), Rp 16.949.153 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-tanah-strategis-pinggir-jalan-utama-jalan-kaliurang-km-7-yogyakarta-oleh-ahmad-azizurrohman-22080178,20230812_093203
Tanah Kavling Dekat Kampus Alma Ata Sertifikat SHM Siteplan Rapi,"Jl. Ring Road Selatan, Bantul, Yogyakarta, Kotagede, Yogyakarta, DI Yogyakarta","Rp 402,5 jt",N/A,N/A,"161 m² (tanah), Rp 2.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-kavling-dekat-kampus-alma-ata-sertifikat-shm-siteplan-rapi-oleh-fiza-21945263,20230812_093203
"Di Jual Tanah Istimewa Tengah Kota Jogja, 5 Menit Alkid","Kotagede, Yogyakarta, DI Yogyakarta","Rp 574,2 jt",N/A,N/A,"99 m² (tanah), Rp 5.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-di-jual-tanah-istimewa-tengah-kota-jogja-5-menit-alkid-oleh-fiza-21942598,20230812_093203
Tanah Utara Rumah Sakit JIH: Legalitas SHM,"Jl. Nasional, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 821,5 jt",N/A,N/A,"155 m² (tanah), Rp 5.300.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-utara-rumah-sakit-jih-legalitas-shm-oleh-fiza-21942486,20230812_093203
Sukoharjo Ngaglik Sleman Yogyakarta,"Jalan Besi Jangkang Kaliurang Sleman, Ngaglik, Sleman, DI Yogyakarta",Rp 975 jt,3,2,"3  2 , 70 m², Rp 9.285.714 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-sukoharjo-ngaglik-sleman-yogyakarta-oleh-priyo-kurniawan-21600108,20230812_093203
Jual Tanah Hoek di Prambanan Sleman Luas 328 m2,"Jl. Prambanan-Piyungan, Prambanan, Sleman, DI Yogyakarta",Rp 820 jt,N/A,N/A,"328 m² (tanah), Rp 2.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-hoek-di-prambanan-sleman-luas-328-m2-oleh-ahmad-azizurrohman-22080133,20230812_093203
Sanggrahan Condongcatur Depok Sleman Yogyakarta,"Jalan Ringroad Utara Depok, Depok, Sleman, DI Yogyakarta","Rp 3,4 M",N/A,N/A,"372 m² (tanah), Rp 9.139.785 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-sanggrahan-condongcatur-depok-sleman-yogyakarta-oleh-priyo-kurniawan-21262608,20230812_093203
Jalan Kaliurang Sardonoharjo Ngaglik Sleman Yogyakarta,"Kapten Haryadi Jalan Kaliurang km 9, Ngaglik, Sleman, DI Yogyakarta","Rp 4,3 M",5,5,"5  5 , 400 m², Rp 19.545.455 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jalan-kaliurang-sardonoharjo-ngaglik-sleman-yogyakarta-oleh-priyo-kurniawan-21466925,20230812_093203
"Nandan, Sariharjo, Sleman","Nandan, Ngaglik, Sleman, DI Yogyakarta","Rp 3,6 M",7,3,"7  3 , 333 m², Rp 9.045.226 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-nandan-sariharjo-sleman-oleh-januari-michael-s-hindarto-22079996,20230812_093203
RUMAH CANTIK GAYA SCANDINAVIAN DI GODEAN SLEMAN,"Sidokarto, Godean, Sleman, DI Yogyakarta",Rp 750 jt,2,1,"2  1 , 60 m², Rp 7.142.857 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-cantik-gaya-scandinavian-di-godean-sleman-oleh-adi-setiawan-22079994,20230812_093203
"Kutu Tegal, Sinduadi Mlati Sleman","Mlati, Sleman, DI Yogyakarta","Rp 1,5 M",N/A,N/A,"210 m² (tanah), Rp 7.142.857 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kutu-tegal-sinduadi-mlati-sleman-oleh-sunaryadi-20013056,20230812_093203
Moyudan,"Godean, Sleman, DI Yogyakarta",Rp 168 jt,N/A,N/A,"140 m² (tanah), Rp 1.200.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-moyudan-oleh-wiedi-21162156,20230812_093203
"Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta","Mlati, Sleman, DI Yogyakarta",Rp 11 jt,N/A,N/A,"205 m² (tanah), Rp 53.659 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pogung-kidul-sinduadi-kec-mlati-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-suriya-dandi-22079969,20230812_093203
"Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta","Mlati, Sleman, DI Yogyakarta",Rp 11 jt,N/A,N/A,"205 m² (tanah), Rp 53.659 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pogung-kidul-sinduadi-kec-mlati-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-krisna-wardana-22079951,20230812_093203
TANAH KAVLING TERMURAH HARGA DIBAWAH PASARAN DALAM PERUMAHAN DI GODEAN,"Sidokarto, Godean, Sleman, DI Yogyakarta",Rp 370 jt,N/A,N/A,"123 m² (tanah), Rp 3.008.130 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-kavling-termurah-harga-dibawah-pasaran-dalam-perumahan-di-godean-oleh-adi-setiawan-22079909,20230812_093203
"Dijual Tanah Siap AJB di Gamping Sleman, Dekat Mercubuana Jogja","Jatipereng, Balecatur, Kec. Gamping, Gamping, Sleman, DI Yogyakarta","Rp 336,3 jt",N/A,N/A,"177 m² (tanah), Rp 1.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-tanah-siap-ajb-di-gamping-sleman-dekat-mercubuana-jogja-oleh-fajar-21977485,20230812_093203
"Jual Tanah Gamping Sleman, Jl Wates Km 6, Cocok Hunian","Ambarketawang, Gamping, Sleman, Yogyakarta, Gamping, Sleman, DI Yogyakarta",Rp 464 jt,N/A,N/A,"160 m² (tanah), Rp 2.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-gamping-sleman-jl-wates-km-6-cocok-hunian-oleh-fajar-21977882,20230812_093203
"Candi Karang, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta","Ngaglik, Sleman, DI Yogyakarta","Rp 4,1 jt",N/A,N/A,"1615 m² (tanah), Rp 2.539 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-candi-karang-sardonoharjo-kec-ngaglik-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-suriya-dandi-22079808,20230812_093203
"Candi Karang, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta","Ngaglik, Sleman, DI Yogyakarta","Rp 4,1 jt",N/A,N/A,"1615 m² (tanah), Rp 2.539 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-candi-karang-sardonoharjo-kec-ngaglik-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-krisna-wardana-22079804,20230812_093203
Tanah Ngaglik Sleman,"Jl. Wijaya Jl. Nglanjaran, Ngaglik, Sleman, DI Yogyakarta","Rp 358,4 jt",N/A,N/A,"112 m² (tanah), Rp 3.200.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-ngaglik-sleman-oleh-sabiya-22079799,20230812_093203
Tanah Sleman Mlati,"Gg. Maryam, Kalongan, Mlati, Sleman, DI Yogyakarta",Rp 308 jt,N/A,N/A,"110 m² (tanah), Rp 2.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-mlati-oleh-sabiya-22079721,20230812_093203
Tanah Sleman. Dekat Exit Tol Solo-Jogja,"Jl. LPMP, Kalasan, Sleman, Ngaglik, Sleman, DI Yogyakarta","Rp 456,5 jt",N/A,N/A,"133 m² (tanah), Rp 3.432.331 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-dekat-exit-tol-solo-jogja-oleh-muhammad-ismail-21649519,20230812_093203
Tanah Dekat Exit Tol Jogja-Solo,"Jl. Jogja-Prambanan, Prambanan, Sleman, DI Yogyakarta",Rp 900 jt,N/A,N/A,"300 m² (tanah), Rp 3.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dekat-exit-tol-jogja-solo-oleh-muhammad-ismail-21649260,20230812_093203
Rumah Dekat UII dan UGM,"Jl. Kaliurang 10,Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 1,8 M",4,4,"4  4 , 250 m², Rp 9.574.468 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dekat-uii-dan-ugm-oleh-muhammad-ismail-21647411,20230812_093203
Rumah Barat Kampus UII,"Jl. Pandanaran, Ngaglik Sleman, Mergangsan, Yogyakarta, DI Yogyakarta",Rp 625 jt,2,1,"2  1 , 45 m², Rp 5.482.456 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-barat-kampus-uii-oleh-muhammad-ismail-21642985,20230812_093203
"Jalan Mulia, Ngaglik, Sleman","Jalan Mulia, Ngaglik, Sleman, DI Yogyakarta","Rp 2,5 M",4,3,"4  3 , 100 m², Rp 11.737.089 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jalan-mulia-ngaglik-sleman-oleh-januari-michael-s-hindarto-22079659,20230812_093203
"demangan baru,Caturtunggal","Jalan Cucak Rowo, Depok, Sleman, DI Yogyakarta","Rp 3,25 M",4,3,"4  3 , 207 m², Rp 23.381.295 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-demangan-baru-caturtunggal-oleh-ari-sujatmoko-22056834,20230812_093203
"Tanah Murah Jogja, Dekat Kampus UII Yogyakarta, Kawasan Strategis","Jl Kaliurang KM 12, Ngaglik, Sleman, DI Yogyakarta, Pakualaman, Yogyakarta, DI Yogyakarta","Rp 457,6 jt",3,2,"3  2 , 143 m² (tanah), Rp 3.200.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-murah-jogja-dekat-kampus-uii-yogyakarta-kawasan-strategis-oleh-fajar-budiantoro-21977832,20230812_093203
Tanah Mlati Sleman,"Gg. Maryam, Kalongan, Mlati, Sleman, DI Yogyakarta","Rp 2,8 jt",N/A,N/A,"110 m² (tanah), Rp 25.455 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-mlati-sleman-oleh-sabiya-22079602,20230812_093203
"Siap Balik Nama: Jual Tanah Kavling Jogja, 3 Menit Kampus UGM","Depok, Sleman, Yogyakarta, Depok, Sleman, DI Yogyakarta","Rp 1,472 M",N/A,N/A,"184 m² (tanah), Rp 8.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-siap-balik-nama-jual-tanah-kavling-jogja-3-menit-kampus-ugm-oleh-qoidul-22079595,20230812_093203
"Samirono, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta","jalan samirono, Depok, Sleman, DI Yogyakarta",Rp 11 jt,N/A,N/A,"235 m² (tanah), Rp 46.809 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-samirono-caturtunggal-kec-depok-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-suriya-dandi-22079577,20230812_093203
"Samirono, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta","jalan samirono, Depok, Sleman, DI Yogyakarta",Rp 11 jt,N/A,N/A,"235 m² (tanah), Rp 46.809 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-samirono-caturtunggal-kec-depok-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-krisna-wardana-22079573,20230812_093203
"Termurah Dekat UGM,  Potensial Bangun Kost","Jl. Raya Banteng, Ngaglik, Sleman, Ngaglik, Sleman, DI Yogyakarta","Rp 3,9 jt",N/A,N/A,"450 m² (tanah), Rp 8.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-termurah-dekat-ugm-potensial-bangun-kost-oleh-muhammad-ismail-22079583,20230812_093203
Jual Tanah Murah Seturan Jogja Dekat Amplaz,"Seturan Jogja, Depok, Sleman, DI Yogyakarta","Rp 1,1136 M",N/A,N/A,"128 m² (tanah), Rp 8.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-murah-seturan-jogja-dekat-amplaz-oleh-salsabillah-22004326,20230812_093203
"Manukan, Condongcatur, Sleman","Manukan, Depok, Sleman, DI Yogyakarta","Rp 1,69 M",3,3,"3  3 , 115 m², Rp 18.777.778 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-manukan-condongcatur-sleman-oleh-januari-michael-s-hindarto-22079567,20230812_093203
"Tanah Sleman Barat, View Sawah, Samping Jalan Utama Kabupaten","Jl. Minggir - Tempel, Sleman, Yogyakarta, Minggir, Sleman, DI Yogyakarta","Rp 942,3 jt",N/A,N/A,"349 m² (tanah), Rp 2.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-barat-view-sawah-samping-jalan-utama-kabupaten-oleh-qoidul-21976074,20230812_093203
Kavling Jogja Mancasan Gamping Sleman,"Ambarketawang, Gamping,  Sleman, Yogyakarta, Gamping, Sleman, DI Yogyakarta","Rp 304,5 jt",N/A,N/A,"105 m² (tanah), Rp 2.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kavling-jogja-mancasan-gamping-sleman-oleh-salsabillah-22079558,20230812_093203
Invetasi Untung Cluster Jangkang Sleman Hemat Bangun Rumah,"Jl Besi Jangkang Ngaglik Sleman Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 239,4 jt",N/A,N/A,"126 m² (tanah), Rp 1.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-invetasi-untung-cluster-jangkang-sleman-hemat-bangun-rumah-oleh-salsabillah-22079547,20230812_093203
"Invetasi Untung, Jual Tanah Plemburan Sleman SHM P","Plemburan, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 917,7 jt",N/A,N/A,"132 m² (tanah), Rp 6.952.273 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-invetasi-untung-jual-tanah-plemburan-sleman-shm-p-oleh-salsabillah-22079520,20230812_093203
"Tanah Temon Kulon Progo, Dekat Bandara YIA Jogja","Wates Sleman Kasihan Bantul, Kraton, Yogyakarta, DI Yogyakarta",Rp 126 jt,N/A,N/A,"126 m² (tanah), Rp 1.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-temon-kulon-progo-dekat-bandara-yia-jogja-oleh-razaldy-gibran-pratama-22079494,20230812_093203
Dekat Kawasan Industri Sentolo Seberang PT Quick Tractor Sentolo,"Tuksono, Kec. Sentolo, Kab. Kulonprogo, Yogyakarta, Sentolo, Kulon Progo, DI Yogyakarta",Rp 133 jt,N/A,N/A,"107 m² (tanah), Rp 1.242.991 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dekat-kawasan-industri-sentolo-seberang-pt-quick-tractor-sentolo-oleh-lingga-swardinata-22079363,20230812_093203
"Besi, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta","jalan besi, Ngaglik, Sleman, DI Yogyakarta",Rp 850 jt,5,2,"5  2 , 154 m², Rp 5.519.481 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-besi-sukoharjo-kec-ngaglik-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-suriya-dandi-22079442,20230812_093203
"Besi, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta","jalan besi, Ngaglik, Sleman, DI Yogyakarta",Rp 850 jt,5,2,"5  2 , 154 m², Rp 5.519.481 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-besi-sukoharjo-kec-ngaglik-kabupaten-sleman-daerah-istimewa-yogyakarta-oleh-krisna-wardana-22079424,20230812_093203
"10 Menit TVRI Dekat Kota Yogyakarta, Tanah Dijual Murah Sleman","Mlati, Palagan, Gitogati, ngaglik Sleman, Wirobrajan, Yogyakarta, DI Yogyakarta",Rp 528 jt,N/A,N/A,"138 m² (tanah), Rp 3.826.087 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-10-menit-tvri-dekat-kota-yogyakarta-tanah-dijual-murah-sleman-oleh-razaldy-gibran-pratama-21908806,20230812_093203
"3 Km Malioboro, Tanah Dijual Jogja Pinggir Jalan Utama","Jl. Kusumanegara, Kotagede Wirobrajan  kraton, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 1,349 M",N/A,N/A,"142 m² (tanah), Rp 9.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-3-km-malioboro-tanah-dijual-jogja-pinggir-jalan-utama-oleh-razaldy-gibran-pratama-21568139,20230812_093203
"Dekat Kampus UMY, Tanah Dijual Jogja Barat Ringroad","Jl. Rongroad Gamping Sleman, Wirobrajan, Yogyakarta, DI Yogyakarta","Rp 2,7 jt",N/A,N/A,"111 m² (tanah), Rp 24.324 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dekat-kampus-umy-tanah-dijual-jogja-barat-ringroad-oleh-razaldy-gibran-pratama-22017015,20230812_093203
Tanah Murah Jogja Dekat UGM,"Kaliurang Depok Sleman, Wirobrajan, Yogyakarta, DI Yogyakarta",Rp 5 jt,N/A,N/A,"283 m² (tanah), Rp 17.668 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-murah-jogja-dekat-ugm-oleh-razaldy-gibran-pratama-22002812,20230812_093203
"Tanah Gitogati Sleman, Dekat Jl Magelang","Jl. Magelan Jogja, Mlati, Sleman, DI Yogyakarta","Rp 3,8 jt",N/A,N/A,"142 m² (tanah), Rp 26.761 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-gitogati-sleman-dekat-jl-magelang-oleh-razaldy-gibran-pratama-22016847,20230812_093203
Tanah Dalam Kota Jogja,"Jl. prawirotaman Yogyakarta, Kotagede, Yogyakarta, DI Yogyakarta",Rp 9 jt,N/A,N/A,"111 m² (tanah), Rp 81.081 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dalam-kota-jogja-oleh-razaldy-gibran-pratama-22014446,20230812_093203
"Tanah Bantul, Dekat Ringroad","Jl. Wates Jogja km 10, Wirobrajan, Yogyakarta, DI Yogyakarta",Rp 179 jt,N/A,N/A,"128 m² (tanah), Rp 1.398.438 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-bantul-dekat-ringroad-oleh-razaldy-gibran-pratama-22014120,20230812_093203
"Tanah Gamping Sleman, dekat Rigroad","Jl. Wates Jogja, Balecatur Gamping Sleman, Wirobrajan, Yogyakarta, DI Yogyakarta","Rp 2,7 jt",N/A,N/A,"113 m² (tanah), Rp 23.894 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-gamping-sleman-dekat-rigroad-oleh-razaldy-gibran-pratama-22008143,20230812_093203
Lokasi Asri 13 Menit Dari UII Yogyakarta Jakal,"Jl. Kaliurang Ngaglik Sleman, Wirobrajan, Yogyakarta, DI Yogyakarta",Rp 3 jt,N/A,N/A,"144 m² (tanah), Rp 20.833 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-lokasi-asri-13-menit-dari-uii-yogyakarta-jakal-oleh-razaldy-gibran-pratama-22002508,20230812_093203
Tanah di Lokasi Asri Daerah Menoreh Yogyakarta,"Nanggulan Pengasih Sleman Godean Jetis, Jetis, Yogyakarta, DI Yogyakarta","Rp 2,7 jt",N/A,N/A,"150 m² (tanah), Rp 18.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-di-lokasi-asri-daerah-menoreh-yogyakarta-oleh-razaldy-gibran-pratama-22079414,20230812_093203
Rumah Di Bangunjiwo Dalam Perumahan,"Kasihan, Bantul, DI Yogyakarta",Rp 550 jt,2,1,"2  1 , 55 m², Rp 4.824.561 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-di-bangunjiwo-dalam-perumahan-oleh-alfian-febriansyah-22074311,20230812_093203
Tanah Ngemplak Sleman Jogja,"Blotan, Wedomartani, Ngemplak, Sleman, DI Yogyakarta",Rp 392 jt,3,2,"3  2 , 112 m² (tanah), Rp 3.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-ngemplak-sleman-jogja-oleh-jajang-sobandi-22054673,20230812_093203
"Tanah Dekat Pasar Sentolo Jogja Dijual, SHM Pekarangan","Sentolo Wates Temon Sleman Wirobrajan, Sleman, Sleman, DI Yogyakarta",Rp 163 jt,N/A,N/A,"109 m² (tanah), Rp 1.495.413 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dekat-pasar-sentolo-jogja-dijual-shm-pekarangan-oleh-razaldy-gibran-pratama-22079366,20230812_093203
100m Ringroad Padat Penduduk Kavling Dijual Jogja Kota,"Trihanggo,  Gamping,  Sleman,   Yogyakarta, Tegalrejo, Yogyakarta, DI Yogyakarta","Rp 628,8 jt",N/A,N/A,"131 m² (tanah), Rp 4.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-100m-ringroad-padat-penduduk-kavling-dijual-jogja-kota-oleh-salsabillah-21982037,20230812_093203
"Tanah Dijual Candi Gebang Harga Terbaik; SHM, Siap AJB","Jetis, Ngemplak, Sleman, Yogyakarta, Depok, Sleman, DI Yogyakarta",Rp 781 jt,N/A,N/A,"142 m² (tanah), Rp 5.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dijual-candi-gebang-harga-terbaik-shm-siap-ajb-oleh-salsabillah-21982006,20230812_093203
Tanah Dijual Jogja Maguwoharjo Utara Instiper Kawasan Pemukiman,"Jl Tajem, Maguwoharjo,Depok, Sleman, Yogyakarta, Depok, Sleman, DI Yogyakarta","Rp 501,7 jt",N/A,N/A,"173 m² (tanah), Rp 2.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dijual-jogja-maguwoharjo-utara-instiper-kawasan-pemukiman-oleh-salsabillah-21981962,20230812_093203
Dijual Tanah Nologaten Jogja 5 Menit Amplaz Termurah,"Pringwulung, Condongcatur, . Depok, Sleman, Depok, Sleman, DI Yogyakarta","Rp 1,1136 M",N/A,N/A,"128 m² (tanah), Rp 8.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-tanah-nologaten-jogja-5-menit-amplaz-termurah-oleh-salsabillah-21982072,20230812_093203
"Tanah Cluster Murah Sleman Jogja: Dekat JCM Lahan Siap Bangun,","jl kabupaten, Gamping, Sleman, DI Yogyakarta",Rp 480 jt,N/A,N/A,"100 m² (tanah), Rp 4.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-cluster-murah-sleman-jogja-dekat-jcm-lahan-siap-bangun-oleh-salsabillah-21273677,20230812_093203
"Dijual Murah Kavling Concat Yogyakarta, Siap AJB","Jl Candi Gebang, Ngemplak, Sleman, Jogja, Ngemplak, Sleman, DI Yogyakarta",Rp 822 jt,N/A,N/A,"137 m² (tanah), Rp 6.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-murah-kavling-concat-yogyakarta-siap-ajb-oleh-salsabillah-21756075,20230812_093203
tanah sleman jalan kaliurang murah,"jl kaliurang km 10, Ngemplak, Sleman, DI Yogyakarta",Rp 966 jt,N/A,N/A,"164 m² (tanah), Rp 5.890.244 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-jalan-kaliurang-murah-oleh-salsabillah-21262057,20230812_093203
