Title,Location,Price,Bedrooms,Bathrooms,Features,URL,Created_Date
"Tanah Strategis Monjali, Dekat Pintu Tol Gamping Jogja","Jombor, Sinduadi, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta","Rp 811,8 jt",N/A,N/A,"164 m² (tanah), Rp 4.950.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-strategis-monjali-dekat-pintu-tol-gamping-jogja-oleh-monica-21732710,20230812_093203
"Dijual Tanah Maguwo Jogja, Dekat Kampus FE UII","Wedomartani, Ngemplak, Jetis, Yogyakarta, DI Yogyakarta","Rp 1,2045 M",N/A,N/A,"219 m² (tanah), Rp 5.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-tanah-maguwo-jogja-dekat-kampus-fe-uii-oleh-monica-21732672,20230812_093203
"Barat Jl Kaliurang, Dijual Tanah Pekarangan Sleman Jogja","Jl Kaliurang Km 10, Ngaglik, Sleman, Yogyakarta, Gondokusuman, Yogyakarta, DI Yogyakarta","Rp 547,2 jt",N/A,N/A,"114 m² (tanah), Rp 4.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-barat-jl-kaliurang-dijual-tanah-pekarangan-sleman-jogja-oleh-monica-21742828,20230812_093203
"Jual Tanah Trihanggo Jogja, 700 Meter Kampus UTY","Ngawean, Trihanggo, Gamping, Sleman, Yogyakarta, Gamping, Sleman, DI Yogyakarta","Rp 710,4 jt",N/A,N/A,"148 m² (tanah), Rp 4.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-trihanggo-jogja-700-meter-kampus-uty-oleh-monica-21742680,20230812_093203
"Dijual Tanah Jl Raya Jogja, Dekat Kampus AMIKOM","Wedomartani, Ngemplak, Sleman, Yogyakarta, Mantrijeron, Yogyakarta, DI Yogyakarta",Rp 495 jt,N/A,N/A,"165 m² (tanah), Rp 3.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-tanah-jl-raya-jogja-dekat-kampus-amikom-oleh-monica-21742603,20230812_093203
"Tanah Murah Sleman Jogja, 6 Menit Kampus UII","Jl. Pamungkas, Umbulmartani, Ngemplak, Sleman, DI Yogyakarta","Rp 411,8 jt",N/A,N/A,"142 m² (tanah), Rp 2.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-murah-sleman-jogja-6-menit-kampus-uii-oleh-monica-21742569,20230812_093203
"Tanah Banguntapan, 7 Menit Terminal Giwangan","Wirokerten, Banguntapan, Kotagede, Yogyakarta, DI Yogyakarta","Rp 408,8 jt",N/A,N/A,"146 m² (tanah), Rp 2.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-banguntapan-7-menit-terminal-giwangan-oleh-monica-21742027,20230812_093203
"Tanah Pleret Jogja, Dekat Sate Pak Pong","Jl. Jejeran Ketongo, Pleret, Bantul, Yogyakarta, Pleret, Bantul, DI Yogyakarta",Rp 294 jt,N/A,N/A,"105 m² (tanah), Rp 2.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-pleret-jogja-dekat-sate-pak-pong-oleh-monica-21542898,20230812_093203
"Tanah Sleman, Harga Promo Jogja, SHM, Siap AJB","Sleman, Sleman, DI Yogyakarta","Rp 5,3 jt",N/A,N/A,"155 m² (tanah), Rp 34.194 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-harga-promo-jogja-shm-siap-ajb-oleh-sabila-21904100,20230812_093203
Tanah Hunian di Belakang Ambarukmo Plaza,"Jalan Tunjang, Pringwulung, Yogyakarta, Depok, Sleman, DI Yogyakarta","Rp 2,77 M",N/A,N/A,"554 m² (tanah), Rp 5.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-hunian-di-belakang-ambarukmo-plaza-oleh-manda-21381805,20230812_093203
Tanah Dijual Mobil Simpangan di Maguwoharjo Jogja,"Jenengan, Maguwoharjo, Depok, Sleman, Yogyakarta, Depok, Sleman, DI Yogyakarta",Rp 645 jt,N/A,N/A,"129 m² (tanah), Rp 5.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dijual-mobil-simpangan-di-maguwoharjo-jogja-oleh-harianto-21982620,20230812_093203
"Tanah di Pusat Kota Jogja, Area Perumahan Umbulharjo","Sorosutan, Kec. Umbulharjo, Kota Yogyakarta,, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 1,3199 M",N/A,N/A,"197 m² (tanah), Rp 6.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-di-pusat-kota-jogja-area-perumahan-umbulharjo-oleh-harianto-21753700,20230812_093203
"Jual Rumah Murah Jogja di Lempongsari Jl Palagan Km 7, Siap Huni","Lempongsari Jl Palagan Km 7,Jogja, Ngaglik, Sleman, DI Yogyakarta",Rp 985 jt,3,2,"3  2 , 70 m², Rp 9.120.370 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-rumah-murah-jogja-di-lempongsari-jl-palagan-km-7-siap-huni-oleh-harianto-21904071,20230812_093203
"Harga Nego, Tanah Dijual di Tamantirto Bantul 10 menit Malioboro","Jetis, Tamantirto, Kec. Kasihan, Bantul Jogja, Kasihan, Bantul, DI Yogyakarta","Rp 1,246 M",N/A,N/A,"623 m² (tanah), Rp 2.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-harga-nego-tanah-dijual-di-tamantirto-bantul-10-menit-malioboro-oleh-harianto-21913163,20230812_093203
Tanah Sleman Dijual Lingkungan Tenang Dekat RSI PDHI Jogja,"Purwomartani, Kalasan, Sleman,  Yogyakarta, Kalasan, Sleman, DI Yogyakarta","Rp 495,3 jt",N/A,N/A,"127 m² (tanah), Rp 3.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-dijual-lingkungan-tenang-dekat-rsi-pdhi-jogja-oleh-harianto-21917400,20230812_093203
"Tanah Jogja Utara, Cocok Bangun Kos, Dekat Kampus UII; SHMP, Siap Bangun","Jl Merpati, Sleman, Daerah Istimewa Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 411,8 jt",N/A,N/A,"142 m² (tanah), Rp 2.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-jogja-utara-cocok-bangun-kos-dekat-kampus-uii-shmp-siap-bangun-oleh-harianto-21844619,20230812_093203
"Rumah Dijual Jogja di Jakal Km 9 Siap Huni, Mobil Papasan","Dayakan,Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta",Rp 920 jt,3,1,"3  1 , 80 m², Rp 7.666.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-di-jakal-km-9-siap-huni-mobil-papasan-oleh-harianto-21948142,20230812_093203
Dijual Tanah Jogja di Jl Jongke Dekat Hyatt Kawasan Bisnis,", Palagan, Sendangadi, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta","Rp 553,7 jt",N/A,N/A,"113 m² (tanah), Rp 4.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-tanah-jogja-di-jl-jongke-dekat-hyatt-kawasan-bisnis-oleh-harianto-21974616,20230812_093203
"Pekarangan di Jl Monjali Dijual Murah, Hook, Siap Ajb","Kutu Dukuh, Sinduadi, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta","Rp 3,69 M",N/A,N/A,"820 m² (tanah), Rp 4.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-di-jl-monjali-dijual-murah-hook-siap-ajb-oleh-harianto-21987948,20230812_093203
Dijual Tanah SHM Murah 3 Menit Kampus UII Jogja,"Jl Pandanaran Ngaglik Sleman, Ngaglik, Sleman, DI Yogyakarta","Rp 469,9 jt",N/A,N/A,"127 m² (tanah), Rp 3.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-tanah-shm-murah-3-menit-kampus-uii-jogja-oleh-harianto-22039868,20230812_093203
Tanah Dijual Jogja Barat Dekat Kel Sidokarto Cocok Hunian,"Sidokarto, Kec. Godean, Sleman,   Yogyakarta, Godean, Sleman, DI Yogyakarta","Rp 324,8 jt",N/A,N/A,"112 m² (tanah), Rp 2.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dijual-jogja-barat-dekat-kel-sidokarto-cocok-hunian-oleh-harianto-21974416,20230812_093203
"Tanah di Jogja Barat, Kavling Giripeni Wates, 180 jtan","Kalikepek, Gotakan, Panjatan, Kulon Progo,, Panjatan, Kulon Progo, DI Yogyakarta",Rp 189 jt,N/A,N/A,"126 m² (tanah), Rp 1.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-di-jogja-barat-kavling-giripeni-wates-180-jtan-oleh-harianto-21753371,20230812_093203
Jual Tanah Murah Jogja,"Tirtonirmolo, Kasihan, Bantul, Yogyakarta, Kasihan, Bantul, DI Yogyakarta","Rp 1,1168 M",N/A,N/A,"349 m² (tanah), Rp 3.200.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-murah-jogja-oleh-harianto-21883244,20230812_093203
Jual Tanah Hook di Ngabean Wetan Jl Kaliurang Jogja,"induharjo, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 4,823 M",N/A,N/A,"742 m² (tanah), Rp 6.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-hook-di-ngabean-wetan-jl-kaliurang-jogja-oleh-harianto-21810329,20230812_093203
"Mulai 900 Rb an, Tanah Dijual di Temon Kulon Progo","Bojong, Kulur, Temon, Kulon Progo , Yogyakarta, Temon, Kulon Progo, DI Yogyakarta","Rp 183,35 jt",N/A,N/A,"193 m² (tanah), Rp 950.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-mulai-900-rb-an-tanah-dijual-di-temon-kulon-progo-oleh-harianto-21753420,20230812_093203
Dijual Rumah Jogja 10 Menit Gembira Loka Zoo,"Kemasan, Sendangtirto, Sleman Yogyakarta, Berbah, Sleman, DI Yogyakarta",Rp 400 jt,2,1,"2  1 , 82 m², Rp 4.878.049 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-rumah-jogja-10-menit-gembira-loka-zoo-oleh-bima-21949873,20230812_093203
"Rumah Dijual di Jl Imogiri Timur, Full Pagar, Siap Huni Jogja","Wonokromo, Pleret Bantul Jl Imogiri Timur, Pleret, Bantul, DI Yogyakarta",Rp 750 jt,3,1,"3  1 , 307 m², Rp 2.286.585 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dijual-di-jl-imogiri-timur-full-pagar-siap-huni-jogja-oleh-bima-21745181,20230812_093203
Kavling Dijual Timur Pasar Godean 10 Menit UMY,"Sidokarto, Godean,  Sleman, Yogyakarta, Godean, Sleman, DI Yogyakarta","Rp 361,6 jt",N/A,N/A,"113 m² (tanah), Rp 3.200.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kavling-dijual-timur-pasar-godean-10-menit-umy-oleh-bima-22016500,20230812_093203
Kavling Murah Jongke Jogja Selatan SCH Mall,"Jl Gito Gati, Tridadi, Sleman, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta","Rp 558,6 jt",N/A,N/A,"114 m² (tanah), Rp 4.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kavling-murah-jongke-jogja-selatan-sch-mall-oleh-bima-22048343,20230812_093203
Jual Tanah Ngaglik Sleman 10 Menit UGM Nasionalis,"Jl. Kaliurang, Ngaglik,  Sleman,   Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 497,8 jt",N/A,N/A,"131 m² (tanah), Rp 3.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-ngaglik-sleman-10-menit-ugm-nasionalis-oleh-bima-22048468,20230812_093203
"Tanah Dijual Jogja, Utara Terminal Condong Catur, SHM","Jl. Pucung, Sinduharjo, Ngaglik,  Sleman,, Ngaglik, Sleman, DI Yogyakarta","Rp 1,638 M",N/A,N/A,"315 m² (tanah), Rp 5.200.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dijual-jogja-utara-terminal-condong-catur-shm-oleh-bima-21748237,20230812_093203
Jual Kavling Jogja Barat di Area Pengasih Kulon Progo,"Pengasih, Kulon progo, Wates, Yogyakarta, Pengasih, Kulon Progo, DI Yogyakarta","Rp 227,8 jt",N/A,N/A,"134 m² (tanah), Rp 1.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-kavling-jogja-barat-di-area-pengasih-kulon-progo-oleh-bima-21833546,20230812_093203
Tanah Murah Jongke Jogja 200 m Jl Magelang,"Jl Gito Gati, Tridadi, Sleman, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 563,5 jt",N/A,N/A,"115 m² (tanah), Rp 4.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-murah-jongke-jogja-200-m-jl-magelang-oleh-bima-22050135,20230812_093203
"Jual Tanah Bagus di Godean Sleman, SHM Pekarangan","Sidokarto, Godean,  Sleman, Yogyakarta, Godean, Sleman, DI Yogyakarta","Rp 380,8 jt",N/A,N/A,"112 m² (tanah), Rp 3.400.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-bagus-di-godean-sleman-shm-pekarangan-oleh-bima-22052245,20230812_093203
Cluster Murah di Tanah Jl Kaliurang Plumbon Jogja,"Jl. Kaliurang , Ngaglik,  Sleman,   Yogyakarta, Ngaglik, Sleman, DI Yogyakarta","Rp 615,6 jt",N/A,N/A,"162 m² (tanah), Rp 3.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-cluster-murah-di-tanah-jl-kaliurang-plumbon-jogja-oleh-bima-22052270,20230812_093203
Kaliurang,"Perum pesona merapi, Sleman, Sleman, DI Yogyakarta",Rp 12 M,5,3,"5  3 , 607 m², Rp 9.309.542 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kaliurang-oleh-ratna-dahlia-21690838,20230812_093203
Kaliurang,"Perum pesona merapi, Sleman, Sleman, DI Yogyakarta",Rp 12 M,5,3,"5  3 , 607 m², Rp 9.309.542 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kaliurang-oleh-ratna-dahlia-21690838,20230812_093203
"Tanah Dijual Plemburan, Jogja 3 menit UGM","Jl. Plemburan, Sedan, Ngaglik, Sleman, Yogyakarta, Kraton, Yogyakarta, DI Yogyakarta","Rp 841,8 jt",N/A,N/A,"122 m² (tanah), Rp 6.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dijual-plemburan-jogja-3-menit-ugm-oleh-mualifin-22073762,20230812_093203
"Tanah Dijual Plemburan, Sleman","Sedan, Sariharjo, Ngaglik, Sleman, Yogyakarta, Kraton, Yogyakarta, DI Yogyakarta","Rp 862,5 jt",N/A,N/A,"125 m² (tanah), Rp 6.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dijual-plemburan-sleman-oleh-arif-setiawan-22073761,20230812_093203
Rumah Di Yogyakarta,"Jalan Pelemwulung, Kotagede, Yogyakarta, DI Yogyakarta","Rp 1,999 M",5,4,"5  4 , 160 m², Rp 15.376.923 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-di-yogyakarta-oleh-elin-nur-merdiasari-20068873,20230812_093203
Rumah dekat sd bias di ngaglik,"Jakal km 10, Ngaglik, Sleman, DI Yogyakarta",Rp 760 jt,3,2,"3  2 , 80 m², Rp 7.238.095 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dekat-sd-bias-di-ngaglik-oleh-elin-nur-merdiasari-20861257,20230812_093203
Rumah dekat giwangan dan kotagede,"Singisaren, Banguntapan, Bantul, DI Yogyakarta","Rp 1,8 M",3,2,"3  2 , 150 m², Rp 4.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dekat-giwangan-dan-kotagede-oleh-elin-nur-merdiasari-19430852,20230812_093203
Rumah 2 lantai di perumahan condongcatur,"Jalan raya krangkungan, Depok, Sleman, DI Yogyakarta","Rp 1,5 M",3,3,"3  3 , 200 m², Rp 12.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-perumahan-condongcatur-oleh-elin-nur-merdiasari-20861283,20230812_093203
Rumah di jl imogiri barat,"Jl imogiri barat, Sewon, Bantul, DI Yogyakarta",Rp 800 jt,2,2,"2  2 , 60 m², Rp 6.666.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-di-jl-imogiri-barat-oleh-elin-nur-merdiasari-20879876,20230812_093203
Perumahan Pesona Glagah Mas,". Jl. Imogiri Barat KM 7,5, Sewon, Bantul, DI Yogyakarta",Rp 530 jt,2,1,"2  1 , 45 m², Rp 7.066.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-perumahan-pesona-glagah-mas-oleh-elin-nur-merdiasari-21647862,20230812_093203
Rumah 2 lantai dalam kota jogja di umbulharjo,"Pandeyan umbulharjo, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 1,5 M",3,3,"3  3 , 133 m², Rp 12.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dalam-kota-jogja-di-umbulharjo-oleh-elin-nur-merdiasari-19320467,20230812_093203
Rumah 2 lantai dekat ugm,"Jl kaliurang km 12, Ngaglik, Sleman, DI Yogyakarta","Rp 1,7 M",3,2,"3  2 , 112 m², Rp 13.934.426 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dekat-ugm-oleh-elin-nur-merdiasari-21574054,20230812_093203
Rumah/villa bonus kost exsklusif di gedongkiwo,"Gedongkiwo pojok benteng kulon, Mantrijeron, Yogyakarta, DI Yogyakarta","Rp 3,5 M",10,10,"10  10 , 300 m², Rp 22.580.645 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-villa-bonus-kost-exsklusif-di-gedongkiwo-oleh-elin-nur-merdiasari-21309042,20230812_093203
Rumah dekat uii jakal,"Jl kaliurang km 13, Ngaglik, Sleman, DI Yogyakarta",Rp 499 jt,2,1,"2  1 , 45 m², Rp 5.252.632 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dekat-uii-jakal-oleh-elin-nur-merdiasari-20873923,20230812_093203
Rumah 2 lantai dalam kota jogja,"Jl tegalturi, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 1,6 M",4,3,"4  3 , 120 m², Rp 12.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dalam-kota-jogja-oleh-elin-nur-merdiasari-19110462,20230812_093203
Tanah luas di seturan,"Jl seturan, Depok, Sleman, DI Yogyakarta","Rp 4,5 jt",N/A,N/A,"1065 m² (tanah), Rp 4.225 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-luas-di-seturan-oleh-elin-nur-merdiasari-20906442,20230812_093203
Rumah dekat spbu kadisoka purwomartanu,"Jl kadisoka, Kalasan, Sleman, DI Yogyakarta",Rp 770 jt,3,2,"3  2 , 85 m², Rp 6.875.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dekat-spbu-kadisoka-purwomartanu-oleh-elin-nur-merdiasari-21549519,20230812_093203
Dijual rumah murah dekat umy,"Jl bibis raya, Kasihan, Bantul, DI Yogyakarta",Rp 442 jt,2,1,"2  1 , 45 m², Rp 5.525.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-dekat-umy-oleh-elin-nur-merdiasari-21655752,20230812_093203
Rumah Yogyakarta Bagus Murah,"Jalan Bantul, Sewon, Bantul, DI Yogyakarta",Rp 975 jt,2,2,"2  2 , 110 m², Rp 7.862.903 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-yogyakarta-bagus-murah-oleh-elin-nur-merdiasari-21824701,20230812_093203
Rumah 2 lantai di jakal km 9,"Jl kaliurang km 9, Ngaglik, Sleman, DI Yogyakarta","Rp 1,5 M",3,2,"3  2 , 157 m², Rp 12.711.864 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-jakal-km-9-oleh-elin-nur-merdiasari-21353928,20230812_093203
Rumah dekat ugm,"Jl karanganyar, Ngemplak, Sleman, DI Yogyakarta",Rp 700 jt,3,2,"3  2 , 60 m², Rp 6.086.957 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dekat-ugm-oleh-elin-nur-merdiasari-20701586,20230812_093203
Rumah 2 lantai dekat jogjabay,"Purwomartani kalasan, Kalasan, Sleman, DI Yogyakarta","Rp 1,35 M",3,2,"3  2 , 104 m², Rp 10.975.610 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dekat-jogjabay-oleh-elin-nur-merdiasari-21309054,20230812_093203
Rumah mewah belakang monumen jogja kembali,"Jl magelang, Sleman, Sleman, DI Yogyakarta","Rp 2,5 M",4,4,"4  4 , 235 m², Rp 16.666.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-mewah-belakang-monumen-jogja-kembali-oleh-elin-nur-merdiasari-21549508,20230812_093203
Rumah bagus dekat sleman city mall,"Jl palagan, Ngaglik, Sleman, DI Yogyakarta",Rp 750 jt,3,2,"3  2 , 80 m², Rp 6.000.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-bagus-dekat-sleman-city-mall-oleh-elin-nur-merdiasari-21504672,20230812_093203
Rumah murah dekat kota jogja di jl imogiri timur,"Jl imogiri timur, Sewon, Bantul, DI Yogyakarta",Rp 460 jt,2,2,"2  2 , 60 m², Rp 4.380.952 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-murah-dekat-kota-jogja-di-jl-imogiri-timur-oleh-elin-nur-merdiasari-21353866,20230812_093203
Rumah mewah di jalan damai,"Jalan damai, Ngaglik, Sleman, DI Yogyakarta","Rp 1,7 M",3,2,"3  2 , 140 m², Rp 13.178.295 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-mewah-di-jalan-damai-oleh-elin-nur-merdiasari-20908804,20230812_093203
Rumah di jl tajem spek mewah,"Jl sambiroto, Kalasan, Sleman, DI Yogyakarta",Rp 600 jt,3,2,"3  2 , 55 m², Rp 6.250.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-di-jl-tajem-spek-mewah-oleh-elin-nur-merdiasari-20717971,20230812_093203
Rumah baru dekat sch jl magelang,"Tlogoadi mlati sleman, Mlati, Sleman, DI Yogyakarta",Rp 699 jt,3,2,"3  2 , 52 m², Rp 7.206.186 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-baru-dekat-sch-jl-magelang-oleh-elin-nur-merdiasari-21651838,20230812_093203
Rumah baru di godean,"Jl godean km 10, Godean, Sleman, DI Yogyakarta",Rp 675 jt,3,2,"3  2 , 75 m², Rp 4.891.304 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-baru-di-godean-oleh-elin-nur-merdiasari-21674152,20230812_093203
Rumah bagus dekat ugm,"Jl kaliurang km 9, Ngaglik, Sleman, DI Yogyakarta",Rp 780 jt,3,2,"3  2 , 70 m², Rp 6.554.622 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-bagus-dekat-ugm-oleh-elin-nur-merdiasari-21672945,20230812_093203
Rumah maguwoharjo jl tajem,"Jl tajem, Depok, Sleman, DI Yogyakarta",Rp 895 jt,3,2,"3  2 , 93 m², Rp 9.835.165 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-maguwoharjo-jl-tajem-oleh-elin-nur-merdiasari-21425465,20230812_093203
Rumah di maguwoharjo,"Jl ringroad utara, Depok, Sleman, DI Yogyakarta","Rp 1,3 M",3,2,"3  2 , 130 m², Rp 6.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-di-maguwoharjo-oleh-elin-nur-merdiasari-21672247,20230812_093203
Rumah 2 lantai dekat jec,"Jl gedongkuning, Kotagede, Yogyakarta, DI Yogyakarta","Rp 1,2 M",3,2,"3  2 , 110 m², Rp 12.631.579 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dekat-jec-oleh-elin-nur-merdiasari-21549538,20230812_093203
DEKAT UII JAKAL,"Jl besi jangkang, Ngemplak, Sleman, DI Yogyakarta",Rp 550 jt,3,2,"3  2 , 60 m², Rp 6.962.025 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dekat-uii-jakal-oleh-elin-nur-merdiasari-22022268,20230812_093203
House of Tajem,". Jl. Raya Tajem, Ngemplak, Sleman, DI Yogyakarta",Rp 549 jt,3,2,"3  2 , 59 m², Rp 7.038.462 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-house-of-tajem-oleh-elin-nur-merdiasari-22046840,20230812_093203
Rumah dekat amplaz,"Jl jogja solo, Berbah, Sleman, DI Yogyakarta",Rp 400 jt,2,1,"2  1 , 42 m², Rp 5.128.205 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dekat-amplaz-oleh-elin-nur-merdiasari-21961866,20230812_093203
Rumah Tinggal,"Jl. Ki Mangunsarkoro, Pakualaman, Yogyakarta, Pakualaman, Yogyakarta, DI Yogyakarta",Rp 7 M,4,2,"4  2 , 400 m², Rp 16.548.463 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-tinggal-oleh-manda-19495163,20230812_093203
Barat Terminal Jombor; Dijual Tanah SHM Pekarangan 470m2 Sleman Jogja,"Mlati, Sleman, DI Yogyakarta","Rp 4,9 jt",N/A,N/A,"470 m² (tanah), Rp 10.426 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-barat-terminal-jombor-dijual-tanah-shm-pekarangan-470m2-sleman-jogja-oleh-arif-setiawan-22073858,20230812_093203
MURAH Tanah Pekarangan Bonus Bangunan Pasar Rejodani Jl Palagan Sleman,"Ngaglik, Sleman, DI Yogyakarta","Rp 3,8 jt",N/A,N/A,"153 m² (tanah), Rp 24.837 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-murah-tanah-pekarangan-bonus-bangunan-pasar-rejodani-jl-palagan-sleman-oleh-arif-setiawan-22073847,20230812_093203
Utara Pemda Sleman; Dijual Tanah Hook 3 Muka + Limasan Di Tridadi Yogyakarta,"Sleman, Sleman, DI Yogyakarta","Rp 3,6 jt",N/A,N/A,"965 m² (tanah), Rp 3.731 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-utara-pemda-sleman-dijual-tanah-hook-3-muka-limasan-di-tridadi-yogyakarta-oleh-arif-setiawan-22073828,20230812_093203
